Order_ID,Payment_Date,Payment_ID,Payment_Method,Promotion_Type,Coupon_Code,Tax_Amount,Installment_Flag,Number_of_Installments,Interest_Rate_Percent,Financing_Provider,Payment_Status,Refund_Flag
ORD00000633,25-09-2023,PAY00000633,Store Financing,Seasonal Offer,SAVE10,7688.108,Yes,12,12.5,Store Partner,Completed,No
ORD00000634,26-09-2023,PAY00000634,Buy Now Pay Later,Seasonal Offer,SAVE10,1318.8784,Yes,12,0,Store Partner,Completed,No
ORD00000635,27-09-2023,PAY00000635,Buy Now Pay Later,Seasonal Offer,SAVE10,1709.5416,Yes,12,0,Store Partner,Completed,No
ORD00000636,28-09-2023,PAY00000636,Buy Now Pay Later,Seasonal Offer,SAVE10,1945.6592,Yes,12,0,Store Partner,Completed,No
ORD00000637,29-09-2023,PAY00000637,Store Financing,No Promotion,,3667.7904,Yes,12,12.5,Store Partner,Completed,No
ORD00000638,30-09-2023,PAY00000638,Buy Now Pay Later,No Promotion,,1475.9632,Yes,12,0,Store Partner,Completed,No
ORD00000639,01-10-2023,PAY00000639,Store Financing,Seasonal Offer,SAVE10,6274.1056,Yes,12,12.5,Store Partner,Completed,No
ORD00000640,02-10-2023,PAY00000640,Debit Card,No Promotion,,100.0608,No,0,0,,Completed,No
ORD00000641,03-10-2023,PAY00000641,Store Financing,Seasonal Offer,SAVE10,5346.4088,Yes,12,12.5,Store Partner,Completed,No
ORD00000642,04-10-2023,PAY00000642,Digital Wallet,Seasonal Offer,SAVE10,306.5872,No,0,0,,Completed,No
ORD00000643,05-10-2023,PAY00000643,Credit Card,Seasonal Offer,SAVE10,1143.5672,No,0,0,,Completed,No
ORD00000644,06-10-2023,PAY00000644,Credit Card,No Promotion,,1099.0688,No,0,0,,Completed,No
ORD00000645,07-10-2023,PAY00000645,Store Financing,No Promotion,,5645.952,Yes,12,12.5,Store Partner,Completed,No
ORD00000646,08-10-2023,PAY00000646,Store Financing,Seasonal Offer,SAVE10,3508.808,Yes,12,12.5,Store Partner,Completed,No
ORD00000647,09-10-2023,PAY00000647,Store Financing,No Promotion,,6244.1984,Yes,12,12.5,Store Partner,Completed,No
ORD00000648,10-10-2023,PAY00000648,Buy Now Pay Later,No Promotion,,1260.88,Yes,12,0,Store Partner,Completed,No
ORD00000649,11-10-2023,PAY00000649,Store Financing,Seasonal Offer,SAVE10,2596.8904,Yes,12,12.5,Store Partner,Completed,No
ORD00000650,12-10-2023,PAY00000650,Credit Card,Seasonal Offer,SAVE10,641.5056,No,0,0,,Completed,No
ORD00000651,13-10-2023,PAY00000651,Store Financing,Seasonal Offer,SAVE10,6367.9568,Yes,12,12.5,Store Partner,Completed,No
ORD00000652,14-10-2023,PAY00000652,Store Financing,Seasonal Offer,SAVE10,3238.2512,Yes,12,12.5,Store Partner,Completed,No
ORD00000653,15-10-2023,PAY00000653,Buy Now Pay Later,Seasonal Offer,SAVE10,1622.708,Yes,12,0,Store Partner,Completed,No
ORD00000654,16-10-2023,PAY00000654,Store Financing,No Promotion,,4508.2992,Yes,12,12.5,Store Partner,Completed,No
ORD00000655,17-10-2023,PAY00000655,Credit Card,Seasonal Offer,SAVE10,672.44,No,0,0,,Completed,No
ORD00000656,18-10-2023,PAY00000656,Buy Now Pay Later,No Promotion,,2223.2776,Yes,12,0,Store Partner,Completed,No
ORD00000657,19-10-2023,PAY00000657,Buy Now Pay Later,No Promotion,,1489.2456,Yes,12,0,Store Partner,Completed,No
ORD00000658,20-10-2023,PAY00000658,Buy Now Pay Later,No Promotion,,1276.3992,Yes,12,0,Store Partner,Completed,No
ORD00000659,21-10-2023,PAY00000659,Store Financing,No Promotion,,8469.4016,Yes,12,12.5,Store Partner,Completed,No
ORD00000660,22-10-2023,PAY00000660,Buy Now Pay Later,Seasonal Offer,SAVE10,1607.052,Yes,12,0,Store Partner,Completed,No
ORD00000661,23-10-2023,PAY00000661,Store Financing,No Promotion,,6729.624,Yes,12,12.5,Store Partner,Completed,No
ORD00000662,24-10-2023,PAY00000662,Store Financing,Seasonal Offer,SAVE10,10294.224,Yes,12,12.5,Store Partner,Completed,No
ORD00000663,25-10-2023,PAY00000663,Store Financing,Seasonal Offer,SAVE10,7552.5064,Yes,12,12.5,Store Partner,Completed,No
ORD00000664,26-10-2023,PAY00000664,Gift Card,No Promotion,,510.52,No,0,0,,Completed,No
ORD00000665,27-10-2023,PAY00000665,Store Financing,Seasonal Offer,SAVE10,5501.1792,Yes,12,12.5,Store Partner,Completed,No
ORD00000666,28-10-2023,PAY00000666,Buy Now Pay Later,Seasonal Offer,SAVE10,2286.9832,Yes,12,0,Store Partner,Completed,No
ORD00000667,29-10-2023,PAY00000667,Buy Now Pay Later,Seasonal Offer,SAVE10,1904.1424,Yes,12,0,Store Partner,Completed,No
ORD00000668,30-10-2023,PAY00000668,Credit Card,No Promotion,,779.5928,No,0,0,,Completed,No
ORD00000669,31-10-2023,PAY00000669,Buy Now Pay Later,Seasonal Offer,SAVE10,1991.144,Yes,12,0,Store Partner,Completed,No
ORD00000670,01-11-2023,PAY00000670,Store Financing,No Promotion,,7762.8072,Yes,12,12.5,Store Partner,Completed,No
ORD00000671,02-11-2023,PAY00000671,Store Financing,No Promotion,,4216.4832,Yes,12,12.5,Store Partner,Completed,No
ORD00000672,03-11-2023,PAY00000672,Buy Now Pay Later,Seasonal Offer,SAVE10,2037.7424,Yes,12,0,Store Partner,Completed,No
ORD00000673,04-11-2023,PAY00000673,Store Financing,Seasonal Offer,SAVE10,10923.6536,Yes,12,12.5,Store Partner,Completed,No
ORD00000674,05-11-2023,PAY00000674,Store Financing,Seasonal Offer,SAVE10,2586.9504,Yes,12,12.5,Store Partner,Completed,No
ORD00000675,06-11-2023,PAY00000675,Buy Now Pay Later,No Promotion,,1821.4688,Yes,12,0,Store Partner,Completed,No
ORD00000676,07-11-2023,PAY00000676,Store Financing,Seasonal Offer,SAVE10,3215.3928,Yes,12,12.5,Store Partner,Completed,No
ORD00000677,08-11-2023,PAY00000677,Buy Now Pay Later,Seasonal Offer,SAVE10,2057.0784,Yes,12,0,Store Partner,Completed,No
ORD00000678,09-11-2023,PAY00000678,Store Financing,Seasonal Offer,SAVE10,9745.1728,Yes,12,12.5,Store Partner,Completed,No
ORD00000679,10-11-2023,PAY00000679,Store Financing,Seasonal Offer,SAVE10,11294.2624,Yes,12,12.5,Store Partner,Completed,No
ORD00000680,11-11-2023,PAY00000680,Gift Card,No Promotion,,430.5616,No,0,0,,Completed,No
ORD00000681,12-11-2023,PAY00000681,Gift Card,Seasonal Offer,SAVE10,619.724,No,0,0,,Completed,No
ORD00000682,13-11-2023,PAY00000682,Store Financing,Seasonal Offer,SAVE10,2878.9328,Yes,12,12.5,Store Partner,Completed,No
ORD00000683,14-11-2023,PAY00000683,Store Financing,Seasonal Offer,SAVE10,4508.224,Yes,12,12.5,Store Partner,Completed,No
ORD00000684,15-11-2023,PAY00000684,Buy Now Pay Later,No Promotion,,2268.392,Yes,12,0,Store Partner,Completed,No
ORD00000685,16-11-2023,PAY00000685,Store Financing,No Promotion,,4195.5888,Yes,12,12.5,Store Partner,Completed,No
ORD00000686,17-11-2023,PAY00000686,Store Financing,Seasonal Offer,SAVE10,6622.4304,Yes,12,12.5,Store Partner,Completed,No
ORD00000687,18-11-2023,PAY00000687,Store Financing,Seasonal Offer,SAVE10,6132.028,Yes,12,12.5,Store Partner,Completed,No
ORD00000688,19-11-2023,PAY00000688,Credit Card,No Promotion,,976.5328,No,0,0,,Completed,No
ORD00000689,20-11-2023,PAY00000689,Buy Now Pay Later,No Promotion,,1687.4912,Yes,12,0,Store Partner,Completed,No
ORD00000690,21-11-2023,PAY00000690,Store Financing,Seasonal Offer,SAVE10,7663.804,Yes,12,12.5,Store Partner,Completed,No
ORD00000691,22-11-2023,PAY00000691,Credit Card,No Promotion,,1085.3552,No,0,0,,Completed,No
ORD00000692,23-11-2023,PAY00000692,Store Financing,Seasonal Offer,SAVE10,4054.2112,Yes,12,12.5,Store Partner,Completed,No
ORD00000693,24-11-2023,PAY00000693,Store Financing,No Promotion,,7769.6856,Yes,12,12.5,Store Partner,Completed,No
ORD00000694,25-11-2023,PAY00000694,Store Financing,Seasonal Offer,SAVE10,8619.5216,Yes,12,12.5,Store Partner,Completed,No
ORD00000695,26-11-2023,PAY00000695,Store Financing,Seasonal Offer,SAVE10,5464.6584,Yes,12,12.5,Store Partner,Completed,No
ORD00000696,27-11-2023,PAY00000696,Buy Now Pay Later,No Promotion,,1693.2504,Yes,12,0,Store Partner,Completed,No
ORD00000697,28-11-2023,PAY00000697,Buy Now Pay Later,Seasonal Offer,SAVE10,1294.6736,Yes,12,0,Store Partner,Completed,No
ORD00000698,29-11-2023,PAY00000698,Store Financing,Seasonal Offer,SAVE10,4875.9456,Yes,12,12.5,Store Partner,Completed,No
ORD00000699,30-11-2023,PAY00000699,Store Financing,No Promotion,,6651.8448,Yes,12,12.5,Store Partner,Completed,No
ORD00000700,01-12-2023,PAY00000700,Store Financing,Seasonal Offer,SAVE10,3039.62,Yes,12,12.5,Store Partner,Completed,No
ORD00000701,02-12-2023,PAY00000701,Buy Now Pay Later,No Promotion,,1441.6768,Yes,12,0,Store Partner,Completed,No
ORD00000702,03-12-2023,PAY00000702,Store Financing,Seasonal Offer,SAVE10,2672.24,Yes,12,12.5,Store Partner,Completed,No
ORD00000703,04-12-2023,PAY00000703,Buy Now Pay Later,Seasonal Offer,SAVE10,1717.1632,Yes,12,0,Store Partner,Completed,No
ORD00000704,05-12-2023,PAY00000704,Credit Card,Seasonal Offer,SAVE10,1183.328,No,0,0,,Completed,No
ORD00000705,06-12-2023,PAY00000705,Store Financing,No Promotion,,3326.3792,Yes,12,12.5,Store Partner,Completed,No
ORD00000706,07-12-2023,PAY00000706,Store Financing,Seasonal Offer,SAVE10,12268.7168,Yes,12,12.5,Store Partner,Completed,No
ORD00000707,08-12-2023,PAY00000707,Store Financing,No Promotion,,7830.504,Yes,12,12.5,Store Partner,Completed,No
ORD00000708,09-12-2023,PAY00000708,Buy Now Pay Later,Seasonal Offer,SAVE10,2250.8368,Yes,12,0,Store Partner,Completed,No
ORD00000709,10-12-2023,PAY00000709,Buy Now Pay Later,Seasonal Offer,SAVE10,1992.9696,Yes,12,0,Store Partner,Completed,No
ORD00000710,11-12-2023,PAY00000710,Store Financing,No Promotion,,3754.824,Yes,12,12.5,Store Partner,Completed,No
ORD00000711,12-12-2023,PAY00000711,Store Financing,Seasonal Offer,SAVE10,6901.1192,Yes,12,12.5,Store Partner,Completed,No
ORD00000712,13-12-2023,PAY00000712,Store Financing,Seasonal Offer,SAVE10,8470.3456,Yes,12,12.5,Store Partner,Completed,No
ORD00000713,14-12-2023,PAY00000713,Buy Now Pay Later,Seasonal Offer,SAVE10,1521.652,Yes,12,0,Store Partner,Completed,No
ORD00000714,15-12-2023,PAY00000714,Store Financing,No Promotion,,4485.468,Yes,12,12.5,Store Partner,Completed,No
ORD00000715,16-12-2023,PAY00000715,Buy Now Pay Later,Seasonal Offer,SAVE10,1325.9072,Yes,12,0,Store Partner,Completed,No
ORD00000716,17-12-2023,PAY00000716,Digital Wallet,Seasonal Offer,SAVE10,335.0912,No,0,0,,Completed,No
ORD00000717,18-12-2023,PAY00000717,Store Financing,No Promotion,,9054.828,Yes,12,12.5,Store Partner,Completed,No
ORD00000718,19-12-2023,PAY00000718,Buy Now Pay Later,No Promotion,,1504.9912,Yes,12,0,Store Partner,Completed,No
ORD00000719,20-12-2023,PAY00000719,Credit Card,No Promotion,,869.0064,No,0,0,,Completed,No
ORD00000720,21-12-2023,PAY00000720,Store Financing,Seasonal Offer,SAVE10,5108.9648,Yes,12,12.5,Store Partner,Completed,No
ORD00000721,22-12-2023,PAY00000721,Store Financing,Seasonal Offer,SAVE10,9372.0088,Yes,12,12.5,Store Partner,Completed,No
ORD00000722,23-12-2023,PAY00000722,Store Financing,No Promotion,,2823.976,Yes,12,12.5,Store Partner,Completed,No
ORD00000723,24-12-2023,PAY00000723,Gift Card,No Promotion,,496.1496,No,0,0,,Completed,No
ORD00000724,25-12-2023,PAY00000724,Buy Now Pay Later,Seasonal Offer,SAVE10,1758.0136,Yes,12,0,Store Partner,Completed,No
ORD00000725,26-12-2023,PAY00000725,Store Financing,Seasonal Offer,SAVE10,10683.7664,Yes,12,12.5,Store Partner,Completed,No
ORD00000726,27-12-2023,PAY00000726,Store Financing,Seasonal Offer,SAVE10,3152.9984,Yes,12,12.5,Store Partner,Completed,No
ORD00000727,28-12-2023,PAY00000727,Buy Now Pay Later,No Promotion,,2029.6272,Yes,12,0,Store Partner,Completed,No
ORD00000728,29-12-2023,PAY00000728,Store Financing,Seasonal Offer,SAVE10,6083.0616,Yes,12,12.5,Store Partner,Completed,No
ORD00000729,30-12-2023,PAY00000729,Store Financing,No Promotion,,3123.76,Yes,12,12.5,Store Partner,Completed,No
ORD00000730,31-12-2023,PAY00000730,Store Financing,Seasonal Offer,SAVE10,4226.0032,Yes,12,12.5,Store Partner,Completed,No
ORD00000731,01-01-2024,PAY00000731,Store Financing,Seasonal Offer,SAVE10,3888.3096,Yes,12,12.5,Store Partner,Completed,No
ORD00000732,02-01-2024,PAY00000732,Buy Now Pay Later,Seasonal Offer,SAVE10,1255.2736,Yes,12,0,Store Partner,Completed,No
ORD00000733,03-01-2024,PAY00000733,Buy Now Pay Later,Seasonal Offer,SAVE10,2250.8368,Yes,12,0,Store Partner,Completed,No
ORD00000734,04-01-2024,PAY00000734,Store Financing,No Promotion,,3175.96,Yes,12,12.5,Store Partner,Completed,No
ORD00000735,05-01-2024,PAY00000735,Store Financing,No Promotion,,3055.1296,Yes,12,12.5,Store Partner,Completed,No
ORD00000736,06-01-2024,PAY00000736,Store Financing,No Promotion,,3509.4936,Yes,12,12.5,Store Partner,Completed,No
ORD00000737,07-01-2024,PAY00000737,Buy Now Pay Later,Seasonal Offer,SAVE10,1522.9152,Yes,12,0,Store Partner,Completed,No
ORD00000738,08-01-2024,PAY00000738,Buy Now Pay Later,Seasonal Offer,SAVE10,1816.7776,Yes,12,0,Store Partner,Completed,No
ORD00000739,09-01-2024,PAY00000739,Digital Wallet,Seasonal Offer,SAVE10,259.2976,No,0,0,,Completed,No
ORD00000740,10-01-2024,PAY00000740,Buy Now Pay Later,No Promotion,,1724.4448,Yes,12,0,Store Partner,Completed,No
ORD00000741,11-01-2024,PAY00000741,Store Financing,No Promotion,,2817.0592,Yes,12,12.5,Store Partner,Completed,No
ORD00000742,12-01-2024,PAY00000742,Credit Card,Seasonal Offer,SAVE10,1190.2128,No,0,0,,Completed,No
ORD00000743,13-01-2024,PAY00000743,Store Financing,No Promotion,,3197.4208,Yes,12,12.5,Store Partner,Completed,No
ORD00000744,14-01-2024,PAY00000744,Store Financing,Seasonal Offer,SAVE10,8448.4552,Yes,12,12.5,Store Partner,Completed,No
ORD00000745,15-01-2024,PAY00000745,Store Financing,Seasonal Offer,SAVE10,3433.2896,Yes,12,12.5,Store Partner,Completed,No
ORD00000746,16-01-2024,PAY00000746,Buy Now Pay Later,No Promotion,,1264.4368,Yes,12,0,Store Partner,Completed,No
ORD00000747,17-01-2024,PAY00000747,Buy Now Pay Later,Seasonal Offer,SAVE10,1621.024,Yes,12,0,Store Partner,Completed,No
ORD00000748,18-01-2024,PAY00000748,Store Financing,Seasonal Offer,SAVE10,4013.496,Yes,12,12.5,Store Partner,Completed,No
ORD00000749,19-01-2024,PAY00000749,Buy Now Pay Later,Seasonal Offer,SAVE10,1740.7976,Yes,12,0,Store Partner,Completed,No
ORD00000750,20-01-2024,PAY00000750,Credit Card,No Promotion,,1094.1776,No,0,0,,Completed,No
ORD00000751,21-01-2024,PAY00000751,Buy Now Pay Later,Seasonal Offer,SAVE10,1321.4096,Yes,12,0,Store Partner,Completed,No
ORD00000752,22-01-2024,PAY00000752,Gift Card,No Promotion,,533.3816,No,0,0,,Completed,No
ORD00000753,23-01-2024,PAY00000753,Store Financing,Seasonal Offer,SAVE10,2477.5304,Yes,12,12.5,Store Partner,Completed,No
ORD00000754,24-01-2024,PAY00000754,Store Financing,Seasonal Offer,SAVE10,4251.7696,Yes,12,12.5,Store Partner,Completed,No
ORD00000755,25-01-2024,PAY00000755,Store Financing,Seasonal Offer,SAVE10,3120.94,Yes,12,12.5,Store Partner,Completed,No
ORD00000756,26-01-2024,PAY00000756,Store Financing,Seasonal Offer,SAVE10,6093.8896,Yes,12,12.5,Store Partner,Completed,No
ORD00000757,27-01-2024,PAY00000757,Buy Now Pay Later,No Promotion,,1204.2688,Yes,12,0,Store Partner,Completed,No
ORD00000758,28-01-2024,PAY00000758,Buy Now Pay Later,Seasonal Offer,SAVE10,1583.5144,Yes,12,0,Store Partner,Completed,No
ORD00000759,29-01-2024,PAY00000759,Store Financing,Seasonal Offer,SAVE10,3105.6032,Yes,12,12.5,Store Partner,Completed,No
ORD00000760,30-01-2024,PAY00000760,Store Financing,Seasonal Offer,SAVE10,7568.8632,Yes,12,12.5,Store Partner,Completed,No
ORD00000761,31-01-2024,PAY00000761,Buy Now Pay Later,Seasonal Offer,SAVE10,1669.0416,Yes,12,0,Store Partner,Completed,No
ORD00000762,01-02-2024,PAY00000762,Store Financing,Seasonal Offer,SAVE10,8174.1784,Yes,12,12.5,Store Partner,Completed,No
ORD00000763,02-02-2024,PAY00000763,Buy Now Pay Later,Seasonal Offer,SAVE10,1498.28,Yes,12,0,Store Partner,Completed,No
ORD00000764,03-02-2024,PAY00000764,Buy Now Pay Later,Seasonal Offer,SAVE10,1681.0944,Yes,12,0,Store Partner,Completed,No
ORD00000765,04-02-2024,PAY00000765,Store Financing,Seasonal Offer,SAVE10,7292.9832,Yes,12,12.5,Store Partner,Completed,No
ORD00000766,05-02-2024,PAY00000766,Store Financing,Seasonal Offer,SAVE10,4944.4072,Yes,12,12.5,Store Partner,Completed,No
ORD00000767,06-02-2024,PAY00000767,Credit Card,Seasonal Offer,SAVE10,967.428,No,0,0,,Completed,No
ORD00000768,07-02-2024,PAY00000768,Store Financing,Seasonal Offer,SAVE10,4529.612,Yes,12,12.5,Store Partner,Completed,No
ORD00000769,08-02-2024,PAY00000769,Store Financing,Seasonal Offer,SAVE10,6332.9248,Yes,12,12.5,Store Partner,Completed,No
ORD00000770,09-02-2024,PAY00000770,Buy Now Pay Later,Seasonal Offer,SAVE10,1860.7536,Yes,12,0,Store Partner,Completed,No
ORD00000771,10-02-2024,PAY00000771,Store Financing,No Promotion,,8995.9824,Yes,12,12.5,Store Partner,Completed,No
ORD00000772,11-02-2024,PAY00000772,Store Financing,Seasonal Offer,SAVE10,5046.4328,Yes,12,12.5,Store Partner,Completed,No
ORD00000773,12-02-2024,PAY00000773,Buy Now Pay Later,Seasonal Offer,SAVE10,1679.3624,Yes,12,0,Store Partner,Completed,No
ORD00000774,13-02-2024,PAY00000774,Store Financing,Seasonal Offer,SAVE10,3243.3032,Yes,12,12.5,Store Partner,Completed,No
ORD00000775,14-02-2024,PAY00000775,Credit Card,Seasonal Offer,SAVE10,654.2872,No,0,0,,Completed,No
ORD00000776,15-02-2024,PAY00000776,Store Financing,Seasonal Offer,SAVE10,3534.7248,Yes,12,12.5,Store Partner,Completed,No
ORD00000777,16-02-2024,PAY00000777,Store Financing,Seasonal Offer,SAVE10,7102.7768,Yes,12,12.5,Store Partner,Completed,No
ORD00000778,17-02-2024,PAY00000778,Store Financing,Seasonal Offer,SAVE10,5647.1312,Yes,12,12.5,Store Partner,Completed,No
ORD00000779,18-02-2024,PAY00000779,Store Financing,No Promotion,,3494.6224,Yes,12,12.5,Store Partner,Completed,No
ORD00000780,19-02-2024,PAY00000780,Store Financing,Seasonal Offer,SAVE10,12827.3616,Yes,12,12.5,Store Partner,Completed,No
ORD00000781,20-02-2024,PAY00000781,Buy Now Pay Later,No Promotion,,2377.992,Yes,12,0,Store Partner,Completed,No
ORD00000782,21-02-2024,PAY00000782,Store Financing,Seasonal Offer,SAVE10,2455.936,Yes,12,12.5,Store Partner,Completed,No
ORD00000783,22-02-2024,PAY00000783,Store Financing,Seasonal Offer,SAVE10,2733.5624,Yes,12,12.5,Store Partner,Completed,No
ORD00000784,23-02-2024,PAY00000784,Store Financing,Seasonal Offer,SAVE10,7003.6472,Yes,12,12.5,Store Partner,Completed,No
ORD00000785,24-02-2024,PAY00000785,Buy Now Pay Later,Seasonal Offer,SAVE10,1604.696,Yes,12,0,Store Partner,Completed,No
ORD00000786,25-02-2024,PAY00000786,Store Financing,Seasonal Offer,SAVE10,9141.7504,Yes,12,12.5,Store Partner,Completed,No
ORD00000787,26-02-2024,PAY00000787,Store Financing,Seasonal Offer,SAVE10,3311.2152,Yes,12,12.5,Store Partner,Completed,No
ORD00000788,27-02-2024,PAY00000788,Store Financing,Seasonal Offer,SAVE10,3163.0352,Yes,12,12.5,Store Partner,Completed,No
ORD00000789,28-02-2024,PAY00000789,Buy Now Pay Later,Seasonal Offer,SAVE10,1849.1728,Yes,12,0,Store Partner,Completed,No
ORD00000790,29-02-2024,PAY00000790,Store Financing,Seasonal Offer,SAVE10,2468.1768,Yes,12,12.5,Store Partner,Completed,No
ORD00000791,01-03-2024,PAY00000791,Store Financing,Seasonal Offer,SAVE10,2401.26,Yes,12,12.5,Store Partner,Completed,No
ORD00000792,02-03-2024,PAY00000792,Buy Now Pay Later,Seasonal Offer,SAVE10,1868.6576,Yes,12,0,Store Partner,Completed,No
ORD00000793,03-03-2024,PAY00000793,Store Financing,No Promotion,,4734.1312,Yes,12,12.5,Store Partner,Completed,No
ORD00000794,04-03-2024,PAY00000794,Store Financing,Seasonal Offer,SAVE10,8007.1632,Yes,12,12.5,Store Partner,Completed,No
ORD00000795,05-03-2024,PAY00000795,Credit Card,Seasonal Offer,SAVE10,1040.6792,No,0,0,,Completed,No
ORD00000796,06-03-2024,PAY00000796,Store Financing,Seasonal Offer,SAVE10,13378.8184,Yes,12,12.5,Store Partner,Completed,No
ORD00000797,07-03-2024,PAY00000797,Buy Now Pay Later,Seasonal Offer,SAVE10,1902.2496,Yes,12,0,Store Partner,Completed,No
ORD00000798,08-03-2024,PAY00000798,Gift Card,Seasonal Offer,SAVE10,446.76,No,0,0,,Completed,No
ORD00000799,09-03-2024,PAY00000799,Digital Wallet,No Promotion,,182.1168,No,0,0,,Completed,No
ORD00000800,10-03-2024,PAY00000800,Store Financing,Seasonal Offer,SAVE10,9745.1728,Yes,12,12.5,Store Partner,Completed,No
ORD00000801,11-03-2024,PAY00000801,Store Financing,Seasonal Offer,SAVE10,7404.8536,Yes,12,12.5,Store Partner,Completed,No
ORD00000802,12-03-2024,PAY00000802,Buy Now Pay Later,Seasonal Offer,SAVE10,2189.4896,Yes,12,0,Store Partner,Completed,No
ORD00000803,13-03-2024,PAY00000803,Buy Now Pay Later,Seasonal Offer,SAVE10,1899.6592,Yes,12,0,Store Partner,Completed,No
ORD00000804,14-03-2024,PAY00000804,Store Financing,Seasonal Offer,SAVE10,2703.0992,Yes,12,12.5,Store Partner,Completed,No
ORD00000805,15-03-2024,PAY00000805,Store Financing,No Promotion,,7528.2984,Yes,12,12.5,Store Partner,Completed,No
ORD00000806,16-03-2024,PAY00000806,Gift Card,Seasonal Offer,SAVE10,419.2744,No,0,0,,Completed,No
ORD00000807,17-03-2024,PAY00000807,Store Financing,No Promotion,,4741.0064,Yes,12,12.5,Store Partner,Completed,No
ORD00000808,18-03-2024,PAY00000808,Store Financing,Seasonal Offer,SAVE10,2431.9528,Yes,12,12.5,Store Partner,Completed,No
ORD00000809,19-03-2024,PAY00000809,Store Financing,No Promotion,,4023.1568,Yes,12,12.5,Store Partner,Completed,No
ORD00000810,20-03-2024,PAY00000810,Store Financing,No Promotion,,6905.604,Yes,12,12.5,Store Partner,Completed,No
ORD00000811,21-03-2024,PAY00000811,Buy Now Pay Later,Seasonal Offer,SAVE10,1479.6424,Yes,12,0,Store Partner,Completed,No
ORD00000812,22-03-2024,PAY00000812,Buy Now Pay Later,No Promotion,,1911.7552,Yes,12,0,Store Partner,Completed,No
ORD00000813,23-03-2024,PAY00000813,Store Financing,No Promotion,,8231.1232,Yes,12,12.5,Store Partner,Completed,No
ORD00000814,24-03-2024,PAY00000814,Store Financing,Seasonal Offer,SAVE10,6919.7816,Yes,12,12.5,Store Partner,Completed,No
ORD00000815,25-03-2024,PAY00000815,Store Financing,Seasonal Offer,SAVE10,4162.0368,Yes,12,12.5,Store Partner,Completed,No
ORD00000816,26-03-2024,PAY00000816,Store Financing,No Promotion,,2701.7928,Yes,12,12.5,Store Partner,Completed,No
ORD00000817,27-03-2024,PAY00000817,Credit Card,Seasonal Offer,SAVE10,946.2336,No,0,0,,Completed,No
ORD00000818,28-03-2024,PAY00000818,Credit Card,No Promotion,,706.504,No,0,0,,Completed,No
ORD00000819,29-03-2024,PAY00000819,Digital Wallet,No Promotion,,215.3456,No,0,0,,Completed,No
ORD00000820,30-03-2024,PAY00000820,Store Financing,No Promotion,,5525.8288,Yes,12,12.5,Store Partner,Completed,No
ORD00000821,31-03-2024,PAY00000821,Store Financing,No Promotion,,3195.24,Yes,12,12.5,Store Partner,Completed,No
ORD00000822,01-04-2024,PAY00000822,Credit Card,Seasonal Offer,SAVE10,847.6024,No,0,0,,Completed,No
ORD00000823,02-04-2024,PAY00000823,Store Financing,No Promotion,,4281.5408,Yes,12,12.5,Store Partner,Completed,No
ORD00000824,03-04-2024,PAY00000824,Credit Card,No Promotion,,1120.4544,No,0,0,,Completed,No
ORD00000825,04-04-2024,PAY00000825,Store Financing,No Promotion,,3597.0528,Yes,12,12.5,Store Partner,Completed,No
ORD00000826,05-04-2024,PAY00000826,Digital Wallet,Seasonal Offer,SAVE10,306.9,No,0,0,,Completed,No
ORD00000827,06-04-2024,PAY00000827,Store Financing,No Promotion,,2895.192,Yes,12,12.5,Store Partner,Completed,No
ORD00000828,07-04-2024,PAY00000828,Store Financing,Seasonal Offer,SAVE10,8414.7488,Yes,12,12.5,Store Partner,Completed,No
ORD00000829,08-04-2024,PAY00000829,Store Financing,Seasonal Offer,SAVE10,2895.3952,Yes,12,12.5,Store Partner,Completed,No
ORD00000830,09-04-2024,PAY00000830,Store Financing,Seasonal Offer,SAVE10,3083.656,Yes,12,12.5,Store Partner,Completed,No
ORD00000831,10-04-2024,PAY00000831,Store Financing,Seasonal Offer,SAVE10,5428.428,Yes,12,12.5,Store Partner,Completed,No
ORD00000832,11-04-2024,PAY00000832,Store Financing,Seasonal Offer,SAVE10,6137.7392,Yes,12,12.5,Store Partner,Completed,No
ORD00000833,12-04-2024,PAY00000833,Buy Now Pay Later,Seasonal Offer,SAVE10,1717.1632,Yes,12,0,Store Partner,Completed,No
ORD00000834,13-04-2024,PAY00000834,Store Financing,Seasonal Offer,SAVE10,7661.8944,Yes,12,12.5,Store Partner,Completed,No
ORD00000835,14-04-2024,PAY00000835,Store Financing,Seasonal Offer,SAVE10,4831.0528,Yes,12,12.5,Store Partner,Completed,No
ORD00000836,15-04-2024,PAY00000836,Store Financing,No Promotion,,6795.336,Yes,12,12.5,Store Partner,Completed,No
ORD00000837,16-04-2024,PAY00000837,Store Financing,Seasonal Offer,SAVE10,5244.4856,Yes,12,12.5,Store Partner,Completed,No
ORD00000838,17-04-2024,PAY00000838,Buy Now Pay Later,Seasonal Offer,SAVE10,2275.9864,Yes,12,0,Store Partner,Completed,No
ORD00000839,18-04-2024,PAY00000839,Store Financing,Seasonal Offer,SAVE10,5953.8736,Yes,12,12.5,Store Partner,Completed,No
ORD00000840,19-04-2024,PAY00000840,Credit Card,No Promotion,,827.676,No,0,0,,Completed,No
ORD00000841,20-04-2024,PAY00000841,Buy Now Pay Later,Seasonal Offer,SAVE10,1849.1728,Yes,12,0,Store Partner,Completed,No
